YEAR,MONTH,DAY,HOUR,CNT,TOTAL_CNT
2020,8,7,8,66,371
2020,8,7,9,47,371
2020,8,7,10,72,371
2020,8,7,11,30,371
2020,8,7,12,37,371
2020,8,7,13,7,371
2020,8,7,14,25,371
2020,8,7,15,36,371
2020,8,7,16,45,371
2020,8,7,17,6,371
2020,8,10,8,99,549
2020,8,10,9,61,549
2020,8,10,10,81,549
2020,8,10,11,32,549
2020,8,10,12,60,549
2020,8,10,13,44,549
2020,8,10,14,63,549
2020,8,10,15,53,549
2020,8,10,16,53,549
2020,8,10,17,3,549
2020,8,11,8,91,558
2020,8,11,9,74,558
2020,8,11,10,107,558
2020,8,11,11,108,558
2020,8,11,12,32,558
2020,8,11,13,46,558
2020,8,11,14,20,558
2020,8,11,15,46,558
2020,8,11,16,34,558
2020,8,12,8,58,472
2020,8,12,9,77,472
2020,8,12,10,83,472
2020,8,12,11,64,472
2020,8,12,12,57,472
2020,8,12,13,31,472
2020,8,12,14,36,472
2020,8,12,15,30,472
2020,8,12,16,36,472
2020,8,13,8,60,558
2020,8,13,9,142,558
2020,8,13,10,69,558
2020,8,13,11,63,558
2020,8,13,12,47,558
2020,8,13,13,36,558
2020,8,13,14,40,558
2020,8,13,15,57,558
2020,8,13,16,38,558
2020,8,13,18,6,558
2020,8,14,8,85,419
2020,8,14,9,73,419
2020,8,14,10,42,419
2020,8,14,11,51,419
2020,8,14,12,23,419
2020,8,14,13,19,419
2020,8,14,14,47,419
2020,8,14,15,42,419
2020,8,14,16,33,419
2020,8,14,17,4,419
2020,8,18,8,117,555
2020,8,18,9,96,555
2020,8,18,10,68,555
2020,8,18,11,101,555
2020,8,18,12,63,555
2020,8,18,13,26,555
2020,8,18,14,44,555
2020,8,18,15,22,555
2020,8,18,16,10,555
2020,8,18,17,8,555
2020,8,19,8,76,568
2020,8,19,9,63,568
2020,8,19,10,75,568
2020,8,19,11,106,568
2020,8,19,12,38,568
2020,8,19,13,37,568
2020,8,19,14,32,568
2020,8,19,15,24,568
2020,8,19,16,20,568
2020,8,19,20,96,568
2020,8,19,17,1,568
2020,8,20,8,94,511
2020,8,20,9,57,511
2020,8,20,10,85,511
2020,8,20,11,87,511
2020,8,20,12,38,511
2020,8,20,13,10,511
2020,8,20,14,43,511
2020,8,20,15,41,511
2020,8,20,16,56,511
2020,8,21,8,122,463
2020,8,21,9,87,463
2020,8,21,10,54,463
2020,8,21,11,39,463
2020,8,21,12,29,463
2020,8,21,13,26,463
2020,8,21,14,33,463
2020,8,21,15,44,463
2020,8,21,16,29,463
2020,8,24,8,77,614
2020,8,24,9,158,614
2020,8,24,10,102,614
2020,8,24,11,81,614
2020,8,24,12,34,614
2020,8,24,13,34,614
2020,8,24,14,45,614
2020,8,24,15,67,614
2020,8,24,16,12,614
2020,8,24,17,4,614
2020,8,25,8,95,524
2020,8,25,9,82,524
2020,8,25,10,65,524
2020,8,25,11,87,524
2020,8,25,12,55,524
2020,8,25,13,22,524
2020,8,25,14,33,524
2020,8,25,15,50,524
2020,8,25,16,35,524
2020,8,26,8,55,373
2020,8,26,9,25,373
2020,8,26,10,7,373
2020,8,26,11,50,373
2020,8,26,12,62,373
2020,8,26,13,23,373
2020,8,26,14,49,373
2020,8,26,15,63,373
2020,8,26,16,33,373
2020,8,26,17,6,373
2020,8,27,8,108,472
2020,8,27,9,74,472
2020,8,27,10,61,472
2020,8,27,11,43,472
2020,8,27,12,31,472
2020,8,27,13,20,472
2020,8,27,14,63,472
2020,8,27,15,40,472
2020,8,27,16,26,472
2020,8,27,17,6,472
2020,8,28,8,77,347
2020,8,28,9,62,347
2020,8,28,10,54,347
2020,8,28,11,32,347
2020,8,28,12,31,347
2020,8,28,13,18,347
2020,8,28,14,20,347
2020,8,28,15,19,347
2020,8,28,16,34,347
2020,8,31,8,96,660
2020,8,31,9,129,660
2020,8,31,10,109,660
2020,8,31,11,72,660
2020,8,31,12,30,660
2020,8,31,13,18,660
2020,8,31,14,43,660
2020,8,31,15,81,660
2020,8,31,16,69,660
2020,8,31,17,13,660
2020,9,1,8,106,559
2020,9,1,9,55,559
2020,9,1,10,114,559
2020,9,1,11,104,559
2020,9,1,12,39,559
2020,9,1,13,23,559
2020,9,1,14,38,559
2020,9,1,15,46,559
2020,9,1,16,32,559
2020,9,1,17,2,559
2020,9,2,8,88,409
2020,9,2,9,50,409
2020,9,2,10,70,409
2020,9,2,11,46,409
2020,9,2,12,38,409
2020,9,2,13,25,409
2020,9,2,14,27,409
2020,9,2,15,26,409
2020,9,2,16,39,409
2020,9,3,8,117,487
2020,9,3,9,68,487
2020,9,3,10,72,487
2020,9,3,11,58,487
2020,9,3,12,22,487
2020,9,3,13,30,487
2020,9,3,14,58,487
2020,9,3,15,41,487
2020,9,3,16,20,487
2020,9,3,17,1,487
2020,9,4,8,73,300
2020,9,4,9,65,300
2020,9,4,10,80,300
2020,9,4,11,25,300
2020,9,4,12,9,300
2020,9,4,13,20,300
2020,9,4,14,16,300
2020,9,4,15,11,300
2020,9,4,17,1,300
2020,9,7,8,137,471
2020,9,7,10,30,471
2020,9,7,11,55,471
2020,9,7,12,53,471
2020,9,7,13,24,471
2020,9,7,14,65,471
2020,9,7,15,52,471
2020,9,7,16,50,471
2020,9,7,17,4,471
2020,9,7,9,1,471
2020,9,8,8,105,542
2020,9,8,9,75,542
2020,9,8,10,88,542
2020,9,8,11,71,542
2020,9,8,12,43,542
2020,9,8,13,15,542
2020,9,8,14,37,542
2020,9,8,15,44,542
2020,9,8,16,53,542
2020,9,8,17,11,542
2020,9,9,8,76,586
2020,9,9,9,92,586
2020,9,9,10,84,586
2020,9,9,11,87,586
2020,9,9,12,54,586
2020,9,9,13,16,586
2020,9,9,14,83,586
2020,9,9,15,36,586
2020,9,9,16,49,586
2020,9,9,17,9,586
2020,9,10,8,92,563
2020,9,10,9,110,563
2020,9,10,10,63,563
2020,9,10,11,80,563
2020,9,10,12,64,563
2020,9,10,13,11,563
2020,9,10,14,42,563
2020,9,10,15,59,563
2020,9,10,16,41,563
2020,9,10,17,1,563
2020,9,11,8,89,444
2020,9,11,9,73,444
2020,9,11,10,62,444
2020,9,11,11,67,444
2020,9,11,12,46,444
2020,9,11,13,17,444
2020,9,11,14,23,444
2020,9,11,15,11,444
2020,9,11,16,56,444
2020,9,14,8,199,667
2020,9,14,9,84,667
2020,9,14,10,83,667
2020,9,14,11,71,667
2020,9,14,12,36,667
2020,9,14,13,24,667
2020,9,14,14,82,667
2020,9,14,15,56,667
2020,9,14,16,32,667
2020,9,15,8,120,466
2020,9,15,9,52,466
2020,9,15,10,66,466
2020,9,15,11,50,466
2020,9,15,12,50,466
2020,9,15,13,18,466
2020,9,15,14,50,466
2020,9,15,15,38,466
2020,9,15,16,22,466
2020,9,16,8,101,447
2020,9,16,9,37,447
2020,9,16,10,70,447
2020,9,16,11,89,447
2020,9,16,12,44,447
2020,9,16,13,19,447
2020,9,16,14,27,447
2020,9,16,15,39,447
2020,9,16,16,18,447
2020,9,16,18,2,447
2020,9,16,17,1,447
2020,9,17,8,116,523
2020,9,17,9,93,523
2020,9,17,10,71,523
2020,9,17,11,55,523
2020,9,17,12,70,523
2020,9,17,13,13,523
2020,9,17,14,39,523
2020,9,17,15,35,523
2020,9,17,16,25,523
2020,9,17,17,6,523
2020,9,18,8,98,479
2020,9,18,9,53,479
2020,9,18,10,71,479
2020,9,18,11,30,479
2020,9,18,12,72,479
2020,9,18,13,16,479
2020,9,18,14,54,479
2020,9,18,15,51,479
2020,9,18,16,25,479
2020,9,18,17,9,479
2020,9,21,8,184,584
2020,9,21,9,101,584
2020,9,21,10,75,584
2020,9,21,11,49,584
2020,9,21,13,21,584
2020,9,21,14,50,584
2020,9,21,15,48,584
2020,9,21,16,51,584
2020,9,21,17,3,584
2020,9,21,12,2,584
2020,9,22,8,123,540
2020,9,22,9,63,540
2020,9,22,10,73,540
2020,9,22,11,76,540
2020,9,22,12,87,540
2020,9,22,13,35,540
2020,9,22,14,42,540
2020,9,22,15,31,540
2020,9,22,16,10,540
2020,9,23,8,97,399
2020,9,23,9,36,399
2020,9,23,10,62,399
2020,9,23,11,57,399
2020,9,23,12,37,399
2020,9,23,13,32,399
2020,9,23,14,23,399
2020,9,23,15,20,399
2020,9,23,16,35,399
2020,9,24,8,113,679
2020,9,24,9,73,679
2020,9,24,10,106,679
2020,9,24,11,62,679
2020,9,24,12,52,679
2020,9,24,13,19,679
2020,9,24,14,47,679
2020,9,24,15,49,679
2020,9,24,16,9,679
2020,9,24,17,27,679
2020,9,24,20,92,679
2020,9,24,18,30,679
2020,9,25,8,118,421
2020,9,25,9,46,421
2020,9,25,10,81,421
2020,9,25,11,43,421
2020,9,25,12,22,421
2020,9,25,13,15,421
2020,9,25,14,40,421
2020,9,25,15,18,421
2020,9,25,16,37,421
2020,9,25,17,1,421
2020,9,28,8,207,702
2020,9,28,9,115,702
2020,9,28,10,81,702
2020,9,28,11,85,702
2020,9,28,12,31,702
2020,9,28,13,34,702
2020,9,28,14,51,702
2020,9,28,15,57,702
2020,9,28,16,39,702
2020,9,28,17,2,702
2020,9,29,7,1,503
2020,9,29,8,98,503
2020,9,29,9,82,503
2020,9,29,10,85,503
2020,9,29,11,74,503
2020,9,29,12,40,503
2020,9,29,13,23,503
2020,9,29,14,25,503
2020,9,29,15,39,503
2020,9,29,16,27,503
2020,9,29,17,9,503
2020,10,5,8,147,501
2020,10,5,10,63,501
2020,10,5,11,45,501
2020,10,5,12,31,501
2020,10,5,13,81,501
2020,10,5,14,49,501
2020,10,5,15,63,501
2020,10,5,16,7,501
2020,10,5,17,15,501
2020,10,6,8,121,648
2020,10,6,9,121,648
2020,10,6,10,73,648
2020,10,6,11,109,648
2020,10,6,12,53,648
2020,10,6,13,66,648
2020,10,6,14,27,648
2020,10,6,15,37,648
2020,10,6,16,32,648
2020,10,6,17,9,648
2020,10,7,8,109,518
2020,10,7,9,75,518
2020,10,7,10,70,518
2020,10,7,11,52,518
2020,10,7,12,60,518
2020,10,7,13,33,518
2020,10,7,14,39,518
2020,10,7,15,27,518
2020,10,7,16,46,518
2020,10,7,17,7,518
2020,10,8,8,156,517
2020,10,8,9,62,517
2020,10,8,10,59,517
2020,10,8,11,83,517
2020,10,8,12,49,517
2020,10,8,13,15,517
2020,10,8,14,20,517
2020,10,8,15,34,517
2020,10,8,16,36,517
2020,10,8,17,3,517
2020,10,12,8,183,796
2020,10,12,9,193,796
2020,10,12,10,97,796
2020,10,12,11,65,796
2020,10,12,12,65,796
2020,10,12,13,36,796
2020,10,12,14,33,796
2020,10,12,15,44,796
2020,10,12,16,67,796
2020,10,12,17,13,796
2020,10,13,8,108,600
2020,10,13,9,99,600
2020,10,13,10,81,600
2020,10,13,11,97,600
2020,10,13,12,70,600
2020,10,13,13,25,600
2020,10,13,14,31,600
2020,10,13,15,47,600
2020,10,13,16,35,600
2020,10,13,17,7,600
2020,10,14,8,97,529
2020,10,14,9,57,529
2020,10,14,10,64,529
2020,10,14,11,72,529
2020,10,14,12,66,529
2020,10,14,13,25,529
2020,10,14,14,56,529
2020,10,14,15,52,529
2020,10,14,16,30,529
2020,10,14,17,10,529
2020,10,15,8,149,572
2020,10,15,9,110,572
2020,10,15,10,61,572
2020,10,15,11,64,572
2020,10,15,12,40,572
2020,10,15,13,33,572
2020,10,15,14,42,572
2020,10,15,15,43,572
2020,10,15,16,19,572
2020,10,15,17,11,572
2020,10,16,8,112,507
2020,10,16,9,59,507
2020,10,16,10,72,507
2020,10,16,11,69,507
2020,10,16,12,50,507
2020,10,16,13,28,507
2020,10,16,14,30,507
2020,10,16,15,39,507
2020,10,16,16,44,507
2020,10,16,17,4,507
2020,10,19,8,236,755
2020,10,19,9,90,755
2020,10,19,10,84,755
2020,10,19,11,68,755
2020,10,19,12,61,755
2020,10,19,13,40,755
2020,10,19,14,36,755
2020,10,19,15,76,755
2020,10,19,16,61,755
2020,10,19,17,3,755
2020,10,20,8,44,536
2020,10,20,9,110,536
2020,10,20,10,86,536
2020,10,20,11,99,536
2020,10,20,12,59,536
2020,10,20,13,18,536
2020,10,20,14,55,536
2020,10,20,15,39,536
2020,10,20,16,26,536
2020,10,21,8,78,445
2020,10,21,9,73,445
2020,10,21,10,82,445
2020,10,21,11,53,445
2020,10,21,12,35,445
2020,10,21,13,25,445
2020,10,21,14,64,445
2020,10,21,15,23,445
2020,10,21,16,12,445
2020,10,22,8,127,641
2020,10,22,9,182,641
2020,10,22,10,67,641
2020,10,22,11,88,641
2020,10,22,12,34,641
2020,10,22,13,36,641
2020,10,22,14,28,641
2020,10,22,15,35,641
2020,10,22,16,39,641
2020,10,22,17,5,641
2020,10,23,8,86,452
2020,10,23,9,66,452
2020,10,23,10,63,452
2020,10,23,11,59,452
2020,10,23,12,41,452
2020,10,23,13,17,452
2020,10,23,14,30,452
2020,10,23,15,27,452
2020,10,23,16,63,452
2020,10,26,8,184,630
2020,10,26,9,133,630
2020,10,26,10,68,630
2020,10,26,11,39,630
2020,10,26,12,28,630
2020,10,26,13,13,630
2020,10,26,14,48,630
2020,10,26,15,59,630
2020,10,26,16,38,630
2020,10,26,17,20,630
2020,10,27,8,161,611
2020,10,27,9,90,611
2020,10,27,10,101,611
2020,10,27,11,73,611
2020,10,27,12,47,611
2020,10,27,13,30,611
2020,10,27,14,30,611
2020,10,27,15,56,611
2020,10,27,16,23,611
2020,10,28,8,89,519
2020,10,28,9,70,519
2020,10,28,10,83,519
2020,10,28,11,84,519
2020,10,28,12,53,519
2020,10,28,13,18,519
2020,10,28,14,29,519
2020,10,28,15,60,519
2020,10,28,16,33,519
2020,10,29,8,148,567
2020,10,29,9,83,567
2020,10,29,10,108,567
2020,10,29,11,91,567
2020,10,29,12,36,567
2020,10,29,13,19,567
2020,10,29,14,33,567
2020,10,29,15,29,567
2020,10,29,16,20,567
2020,10,30,8,114,350
2020,10,30,9,72,350
2020,10,30,10,58,350
2020,10,30,11,30,350
2020,10,30,12,19,350
2020,10,30,13,12,350
2020,10,30,14,9,350
2020,10,30,15,14,350
2020,10,30,16,19,350
2020,10,30,17,3,350
2020,11,2,8,202,846
2020,11,2,9,180,846
2020,11,2,10,88,846
2020,11,2,11,68,846
2020,11,2,12,63,846
2020,11,2,13,72,846
2020,11,2,14,52,846
2020,11,2,15,77,846
2020,11,2,16,44,846
2020,11,3,8,153,636
2020,11,3,9,110,636
2020,11,3,10,70,636
2020,11,3,11,77,636
2020,11,3,12,85,636
2020,11,3,13,39,636
2020,11,3,14,39,636
2020,11,3,15,40,636
2020,11,3,16,23,636
2020,11,4,8,100,520
2020,11,4,9,89,520
2020,11,4,10,49,520
2020,11,4,11,62,520
2020,11,4,12,65,520
2020,11,4,13,29,520
2020,11,4,14,32,520
2020,11,4,15,45,520
2020,11,4,16,36,520
2020,11,4,17,13,520
2020,11,5,8,134,561
2020,11,5,9,111,561
2020,11,5,10,85,561
2020,11,5,11,92,561
2020,11,5,12,19,561
2020,11,5,13,10,561
2020,11,5,14,36,561
2020,11,5,15,50,561
2020,11,5,16,24,561
2020,11,6,8,101,403
2020,11,6,9,46,403
2020,11,6,10,67,403
2020,11,6,11,44,403
2020,11,6,12,24,403
2020,11,6,13,20,403
2020,11,6,14,47,403
2020,11,6,15,28,403
2020,11,6,16,26,403
2020,11,9,8,200,679
2020,11,9,9,121,679
2020,11,9,10,72,679
2020,11,9,11,40,679
2020,11,9,12,41,679
2020,11,9,13,26,679
2020,11,9,14,41,679
2020,11,9,15,53,679
2020,11,9,16,60,679
2020,11,9,17,25,679
2020,11,10,8,92,593
2020,11,10,9,101,593
2020,11,10,10,106,593
2020,11,10,11,73,593
2020,11,10,12,48,593
2020,11,10,13,32,593
2020,11,10,14,46,593
2020,11,10,15,59,593
2020,11,10,16,30,593
2020,11,10,17,6,593
2020,11,11,8,150,579
2020,11,11,9,65,579
2020,11,11,10,51,579
2020,11,11,11,89,579
2020,11,11,12,39,579
2020,11,11,13,38,579
2020,11,11,14,47,579
2020,11,11,15,47,579
2020,11,11,16,51,579
2020,11,11,17,2,579
2020,11,12,8,117,598
2020,11,12,9,120,598
2020,11,12,10,80,598
2020,11,12,11,96,598
2020,11,12,12,35,598
2020,11,12,13,9,598
2020,11,12,14,31,598
2020,11,12,15,66,598
2020,11,12,16,40,598
2020,11,12,17,4,598
2020,11,13,8,136,522
2020,11,13,9,90,522
2020,11,13,10,87,522
2020,11,13,11,60,522
2020,11,13,12,33,522
2020,11,13,13,18,522
2020,11,13,14,34,522
2020,11,13,15,31,522
2020,11,13,16,30,522
2020,11,13,17,3,522
2020,11,16,8,189,708
2020,11,16,9,140,708
2020,11,16,10,85,708
2020,11,16,11,52,708
2020,11,16,12,37,708
2020,11,16,13,37,708
2020,11,16,14,52,708
2020,11,16,15,61,708
2020,11,16,16,44,708
2020,11,16,17,11,708
2020,11,17,8,104,531
2020,11,17,9,100,531
2020,11,17,10,87,531
2020,11,17,11,87,531
2020,11,17,12,52,531
2020,11,17,13,18,531
2020,11,17,14,27,531
2020,11,17,15,20,531
2020,11,17,16,31,531
2020,11,17,17,5,531
2020,11,18,8,83,525
2020,11,18,9,82,525
2020,11,18,10,83,525
2020,11,18,11,107,525
2020,11,18,12,14,525
2020,11,18,13,31,525
2020,11,18,14,44,525
2020,11,18,15,40,525
